name,category 1,category 2,category 3,cuisine 1,cusine 2,address,phone,map
Siam Orchid,Restaurant,,,Thai,,"378 Metropolitan Avenue, Brooklyn, NY 11211",718.302.4203,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=378+Metropolitan+Avenue,+Brooklyn,+NY+11211&sll=40.714606,-73.953094&sspn=0.007709,0.019312&ie=UTF8&ll=40.715078,-73.955433&spn=0.007709,0.019312&z=16&iwloc=addr"
Silent H,Restaurant,,,Vietnamese,,"79 Berry Street, Brooklyn, NY 11211",718.218.7063,"http://maps.google.com/?q=79+Berry+St,+Brooklyn,+NY+11211&ie=UTF8&z=14&ll=40.72521,-73.956699&spn=0.022571,0.06875&om=1&iwloc=addr"
Simple Cafe,Restaurant,,,Pizza,,"346 Bedford Avenue, Brooklyn, NY 11211",718.218.7067 ,"http://maps.google.com/maps?client=safari&q=346+bedford+ave.+williamsburg,+ny&ie=UTF8&oe=UTF-8&om=1&z=14&ll=40.712476,-73.962563&spn=0.043915,0.108232&iwloc=addr"
Snacky,Restaurant,,,Pan-Asian,,"87 Grand Street, Brooklyn, NY 11211",718.486.4848,"http://www.google.com/maps?q=187+Grand+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Socrates Restaurant,Restaurant,,,Mediterranean,American,"651 Manhattan Avenue, Brooklyn, NY 11211",718.389.2752,"http://maps.google.com/maps?f=q&hl=en&q=651+Manhattan+Avenue,+Brooklyn+NY&sll=37.0625,-95.677068&sspn=46.764446,81.5625&ie=UTF8&z=16&iwloc=addr&om=1"
Soft Spot,Bar,,,,,"128 Bedford Avenue, Brooklyn, NY 11211",718.384.7768,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=128+Bedford+Avenue,+Brooklyn,+NY+11211&sll=40.718103,-73.963072&sspn=0.007709,0.019312&ie=UTF8&ll=40.720819,-73.961592&spn=0.007709,0.019312&z=16&iwloc=addr"
Sound Fix,Bar,Music Venue,,,,"110 Bedford Ave, Brooklyn NY 11211",718.388.8090,"http://www.google.com/maps?q=110+Bedford+Ave,+Brooklyn,+NY+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
South 4th Bar and Caf,Bar,,,,,"90 South 4th Street, Brooklyn, NY 11211",718.218.7478,"http://www.google.com/maps?q=90+S+4th+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Spike Hill,Bar,Restaurant,,Bar Food,,"184 Bedford Avenue, Brooklyn, NY 11211",718.218.9737,"http://www.google.com/maps?q=184+Bedford+Ave,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Spuyten Duyvil,Bar,,,,,"359 Metropolitan Avenue, Brooklyn, NY 11211",718.963.4140,"http://maps.google.com/maps?safe=off&client=firefox-a&q=359+Metropolitan+Ave,+Brooklyn,+Kings,+New+York+11211,+United+States&ie=UTF8&oe=UTF-8&sll=37.0625,-95.677068&sspn=46.764446,78.662109&hl=en&z=16&om=1&iwloc=addr"
Stain,Bar,Music Venue,,,,"766 Grand Street, Brooklyn, NY 11211",718.387.7840,"http://maps.google.com/maps?hl=en&safe=off&client=firefox-a&q=stain+wine+bar&ie=UTF8&oe=UTF-8&ll=40.71176,-73.947794&spn=0.010556,0.019913&z=16&iwloc=A&om=1"
Studio B,Bar,Music Venue,,,,"259 Banker Street, Brooklyn, NY 11222",718.389.1880,"http://www.google.com/maps?q=259+Banker+St,+Brooklyn,+New+York+11222,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Sugarland,Bar,,,,,"221 North 9th Street, Brooklyn, NY 11211",718.599.4044,"http://www.google.com/maps?f=q&hl=en&q=221+North+9th+St.,+Brooklyn,+NY+11211&sll=40.709621,-73.948646&sspn=0.010995,0.019913&ie=UTF8&om=1&ll=40.716526,-73.948717&spn=0.010994,0.019913&z=16&iwloc=addr"
Supercore Cafe,Restaurant,,,Japanese,,"305 Bedford Avenue, Brooklyn, NY 11211",718.302.1629 ,"http://www.google.com/maps?q=305+Bedford+Ave,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Supreme Trading,Bar,Music Venue,,,,"213 North 8th Street, Brooklyn, NY 11211",718.599.4224,"http://www.google.com/maps?f=q&hl=en&q=213+N+8th+St,+Brooklyn,+NY+11211&sll=40.717737,-73.95783&sspn=0.010994,0.019913&ie=UTF8&ll=40.71716,-73.955176&spn=0.010994,0.019913&z=16&iwloc=addr&om=1"
Surf Bar,Restaurant,,,Seafood,Italian,"139 North 6th Street, Brooklyn, NY 11211",718.302.4441,"http://www.google.com/maps?q=139+N+6th+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Sweet Ups,Bar,,,,,"277 Graham Avenue, Brooklyn, NY 11211",718.384.3886,"http://maps.google.com/maps?f=q&hl=en&q=sweet-ups&sll=40.71176,-73.947794&sspn=0.010556,0.019913&ie=UTF8&z=16&iwloc=A&om=1"
Sweetwater,Restaurant,,,American,Bar Food,"105 North 6th Street, Brooklyn, NY 11211",718.963.0608,"http://www.google.com/maps?f=q&hl=en&q=105+North+6th+St.,+Brooklyn,+NY+11211&sll=40.717737,-73.95783&sspn=0.010457,0.019913&ie=UTF8&ll=40.718298,-73.959982&spn=0.010457,0.019913&z=16&iwloc=addr&om=1"
Sweetwater Tavern,Bar,,,,,"105 N 6th St, Brooklyn, NY 11211",718.963.0608,"http://maps.google.com/maps?q=sweetwater+tavern&ie=UTF8&oe=UTF-8&client=firefox-a&ll=40.718087,-73.965282&spn=0.010994,0.019913&z=16&iwloc=C&om=1"
Taco Chulo,Restaurant,,,Mexican,,"318 Grand Street, Brooklyn, NY 11211",718.302.2485,"http://www.google.com/maps?q=318+Grand+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&om=1&z=16&iwloc=addr"
Tacu Tacu/Rice Republic,Restaurant,,,Peruvian/Vietnamese,,"134 North 6th Street, Brooklyn, NY 11211",718.218.7889,"http://www.google.com/maps?q=134+N+6th+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Tai Thai,Restaurant,,,Thai,,"206 Bedford Avenue, Brooklyn, NY 11211",718.599.5556,"http://www.google.com/maps?f=q&hl=en&q=206+Bedford+Ave,+Brooklyn,+New+York+11222,+USA&sll=40.724056,-73.951019&sspn=0.011416,0.020084&ie=UTF8&ll=40.722153,-73.951099&spn=0.011416,0.020084&z=16&iwloc=addr&om=1"
Teddy's,Restaurant,,,Bar Food,,"96 Berry Street, Brooklyn, NY 11211",718.384.9787,"http://www.google.com/maps?q=96+Berry+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Teddy's,Bar,,,,,"96 Berry Street, Brooklyn, NY 11211",718.384.9787,"http://www.google.com/maps?f=q&hl=en&q=96+Berry+St.,+Brooklyn,+NY+11211&sll=40.71716,-73.955176&sspn=0.010994,0.019913&ie=UTF8&ll=40.718136,-73.955476&spn=0.010994,0.019913&z=16&iwloc=addr&om=1"
Thai Cafe,Restaurant,,,Thai,,"925 Manhattan Avenue, Brooklyn, NY 11222",718.383.3562,"http://www.google.com/maps?f=q&hl=en&q=925+Manhattan+Ave.,+Brooklyn,+NY+11222&sll=40.719205,-73.958372&sspn=0.011856,0.020084&ie=UTF8&om=1&ll=40.729877,-73.958352&spn=0.011854,0.020084&z=16&iwloc=addr"
The Abbey,Bar,,,,,"536 Driggs Avenue, Brooklyn, NY 11211",718.599.4400,"http://maps.google.com/maps?f=q&hl=en&q=536+Driggs+Ave.+brooklyn&sll=37.0625,-95.677068&sspn=46.764446,78.662109&layer=&ie=UTF8&z=16&om=1&iwloc=addr"
The Charleston,Bar,Music Venue,,,,"174 Bedford Avenue, Brooklyn, NY 11211",718.782.8717,"http://www.google.com/maps?f=q&hl=en&q=174+Bedford+Ave.&sll=40.711304,-73.947424&sspn=0.010019,0.019205&layer=&ie=UTF8&z=16&ll=40.717453,-73.951099&spn=0.010018,0.019205&om=1&iwloc=addr"
The Diamond,Bar,,,,,"43 Franklin Street, Brooklyn, NY 11222",718.383.5030,"http://maps.google.com/maps?q=43+Franklin+St,+Brooklyn,+NY+11222,+USA&ie=UTF8&ll=40.727877,-73.957279&spn=0.006797,0.014591&z=16&iwloc=addr&om=1"
The Greenpoint Tavern,Bar,,,,,"188 Bedford Avenue, Brooklyn, NY 11211",718.384.9539,"http://www.google.com/maps?q=188+Bedford+Ave,+Brooklyn,+New+York+11211,+USA&sa=X&oi=map&ct=title"
The Gutter,Bar,,,,,"200 North 14th Street, Brooklyn NY 11211",718.387.3585,"http://maps.google.com/maps?q=200+N+14+St,+Brooklyn,+NY+11211+(The+Gutter)&hl=en&ie=UTF8&ll=40.724267,-73.955905&spn=0.006732,0.014591&z=16&iwloc=addr&om=1"
The Habitat,Bar,Restaurant,,Bar Food,,"988 Manhattan Avenue, Brooklyn NY 11222",718.383.5615,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=988+Manhattan+Avenue,+Brooklyn+NY+11222&sll=40.713061,-73.943846&sspn=0.007709,0.019312&ie=UTF8&ll=40.734202,-73.954661&spn=0.007707,0.019312&z=16&iwloc=addr"
The Levee,Bar,,,,,"212 Berry Street, Williamsburg, Brooklyn 11211",718.218.8787,"http://www.google.com/maps?q=212+Berry+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
The Lucky Cat,Bar,,,,,"245 Grand Street, Brooklyn, NY 11211",718.782.0437,"http://www.google.com/maps?q=245+Grand+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
The Mark Bar,Bar,,,,,"1025 Manhattan Avenue, Brooklyn, NY 11222 ",718.349.2340,"http://www.google.com/maps?q=1025+Manhattan+Ave,+Brooklyn,+New+York+11222,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
The Music Hall of Williamsburg,Bar,Music Venue,,,,"66 North 6th Street, Brooklyn, NY 11211",212.260.4700,"http://maps.google.com/maps?q=66+N+6th+St,+Brooklyn,+NY+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
The Queen's Hideaway,Restaurant,,,American,Comfort,"222 Franklin Street, Brooklyn, NY 11222",718.383.2355,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=222+Franklin+Street,+Brooklyn,+NY+11222&sll=40.715875,-73.955884&sspn=0.007709,0.019312&ie=UTF8&ll=40.73469,-73.958137&spn=0.007707,0.019312&z=16&iwloc=addr"
The Richardson,Restaurant,Bar,,Tapas,,"451 Graham Avenue, Brooklyn, NY 11222",718.389.0839,"http://maps.google.com/maps?q=451+Graham+Ave.,+Brooklyn,+NY+11222&ie=UTF8&oe=utf-8&client=firefox-a&ll=40.719437,-73.945155&spn=0.008928,0.016394&z=16&g=451+Graham+Ave.,+Brooklyn,+NY+11222&iwloc=addr"
The Salad Queen,Restaurant,,,Sandwiches,,"357 Graham Avenue, Brooklyn, NY 11211",718.387.9059,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=357+Graham+Ave+brooklyn+ny&sll=40.715257,-73.944511&sspn=0.01062,0.018625&ie=UTF8&ll=40.715257,-73.944511&spn=0.01062,0.018625&t=h&z=16"
The Silent Barn,Bar,Music Venue,,,,"915 Wyckoff Avenue, Brooklyn, NY 11211",n/a,"http://maps.google.com/maps?f=q&hl=en&q=915+Wyckoff+Avenue+Ridgewood+Queens&sll=41.024295,-74.167654&sspn=0.00994,0.018196&ie=UTF8&ll=40.696974,-73.906145&spn=0.019978,0.036392&z=15&om=1"
The Subway Bar,Bar,,,,,"527 Metropolitan Avenue, Brooklyn, NY 11211",718.218.7956,"http://www.google.com/maps?q=527+Metropolitan+Ave,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
The Trash Bar,Bar,Music Venue,,,,"256 Grand Street, Brooklyn, NY 11211",718.599.1000,"http://www.google.com/maps?f=q&hl=en&q=256+Grand+St.,+Brooklyn,+NY+11211&sll=40.734411,-73.954955&sspn=0.010991,0.019913&ie=UTF8&z=16&iwloc=addr&om=1"
Tipico BK,Restaurant,,,Latin American,,"221 South 1st Street, Brooklyn, NY 11211",917.573.3466,"http://maps.google.com/maps?q=221+South+1st+Street,+Brooklyn+NY+11211&ie=UTF8&oe=utf-8&client=firefox-a&ll=40.713712,-73.958995&spn=0.008441,0.016394&z=16&g=221+South+1st+Street,+Brooklyn+NY+11211&iwloc=addr"
Tommy's Tavern,Bar,Music Venue,,,,"1041 Manhattan Avenue, Brooklyn, NY 11222",718.383.9699,"http://www.google.com/maps?f=q&hl=en&q=1041+Manhattan+Ave.,+Brooklyn,+NY+11222&sll=40.718136,-73.955476&sspn=0.010994,0.019913&ie=UTF8&z=16&iwloc=addr&om=1"
Tony's,Restaurant,,,Pizza,,"355 Graham Avenue, Brooklyn, NY 11211",718.384.8669,"http://www.google.com/maps?q=355+Graham+Ave,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Triple Crown,Bar,,,,,"108 Bedford Avenue, Brooklyn, NY 11211",718.388.8883,"http://www.google.com/maps?q=108+Bedford+Ave,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Trophy Bar,Bar,,,,,"351 Broadway, Brooklyn, NY 11211",347.227.8515,"http://maps.google.com/maps?ie=UTF8&oe=utf-8&client=firefox-a&q=351+Broadway,+Brooklyn,+NY+11211,+USA&t=h&z=16&iwloc=addr"
Turkey's Nest,Bar,,,,,"94 Bedford Avenue, Brooklyn, NY 11211",718.384.9774,"http://www.google.com/maps?q=94+Bedford+Ave,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Union Pool,Bar,Music Venue,,,,"484 Union Avenue, Brooklyn, NY 11211",718.609.0484,"http://www.google.com/maps?f=q&hl=en&q=484+Union+Ave.,+Brooklyn,+NY+11211&sll=40.720074,-73.955304&sspn=0.010994,0.019913&ie=UTF8&ll=40.715029,-73.951786&spn=0.010995,0.019913&z=16&iwloc=addr&om=1"
Van Gogh's Radio Lounge,Bar,,,,,"147 Franklin Street, Brooklyn, NY 11222",718.701.4004,"http://www.google.com/maps?q=147+Franklin+St,+Brooklyn,+New+York+11222,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Vecinos's,Restaurant,,,Pizza,,"139 South 4th Street, Brooklyn, NY 11211",718 387.2675,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=139+South+4th+Street,+Brooklyn,+NY+11211&sll=40.715078,-73.955433&sspn=0.007709,0.019312&ie=UTF8&ll=40.711776,-73.962622&spn=0.00771,0.019312&z=16&iwloc=addr"
Velvet Cigar Lounge,Bar,,,,,"174 Broadway, Brooklyn, NY 11211",718.302.4427,"http://www.google.com/maps?q=174+Broadway,+Brooklyn,+New+York+11211,+USA&sa=X&oi=map&ct=title"
Vera Cruz,Restaurant,Bar,,Mexican,,"195 Bedford Avenue, Brooklyn, NY 11211",718.486.3333,"http://www.google.com/maps?q=195+Bedford+Ave,+Brooklyn,+NY+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Verb Cafe,Restaurant,,,Sandwiches,Coffee,"218 Bedford Avenue, Brooklyn, NY 11211",718.599.0977,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=218+Bedford+Avenue,+Brooklyn,+NY+11211&sll=40.711776,-73.962622&sspn=0.00771,0.019312&g=139+South+4th+Street,+Brooklyn,+NY+11211&ie=UTF8&ll=40.723974,-73.939362&spn=0.030833,0.077248&z=14&iwloc=addr"
Vinnie's,Restaurant,,,Pizza,Italian,"148 Bedford Avenue, Brooklyn, NY 11211",718 782.7078,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=148+Bedford+Ave+brooklyn&sll=40.707222,-73.936465&sspn=0.00771,0.019376&ie=UTF8&ll=40.72025,-73.956635&spn=0.007709,0.019376&z=16&iwloc=addr"
Vision's 11,Bar,,,,,"91 South 6th Street, Brooklyn NY 11211",718.782.7200,"http://www.google.com/maps?q=91+S+6th+St,+Brooklyn,+NY+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Walter Foods,Restaurant,,,Seafood,,"253 Grand Street, Brooklyn, NY 11211",718.387.8783 ,"http://maps.google.com/maps?hl=en&q=253+Grand+Street+brooklyn+ny&ie=UTF8&ll=40.714102,-73.958523&spn=0.008588,0.016372&z=16&iwloc=addr"
Warsaw (at Polish National Home),Bar,Music Venue,,,,"261 Driggs Avenue, Brooklyn, NY 11222",718.387.0505,"http://www.google.com/maps?f=q&hl=en&q=261+Driggs+Ave.,+Brooklyn,+NY+11222&sll=40.71739,-73.958201&sspn=0.010457,0.019913&ie=UTF8&ll=40.72225,-73.954446&spn=0.010457,0.019913&z=16&iwloc=addr&om=1"
Wasabi,Restaurant,,,Japanese,,"205 Bedford Avenue, Brooklyn, NY 11211",718.609.9368,"http://www.google.com/maps?q=638+Manhattan+Ave,+Brooklyn,+NY+11222,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Wild Ginger,Restaurant,,,Pan-Asian,Vegan,"212 Bedford Avenue, Brooklyn, NY 11211",718.218.8828,http://maps.google.com/maps?f=q&hl=en&q=212+Bedford+Avenue+Brooklyn&ie=UTF8&om=1&z=15&iwloc=addr
Williamsburger,Restaurant,,,American,Burgers,"342 Wythe Avenue, Brooklyn, NY 11211 ",718.486.6969,"http://maps.google.com/maps?q=342+Wythe+Ave,+Brooklyn,+NY+11211&ie=UTF8&oe=utf-8&client=firefox-a&ll=40.713728,-73.962922&spn=0.008929,0.024548&z=16&iwloc=addr"
Williamsburgh Cafe,Restaurant,,,Seafood,American,"170 Wythe Avenue, Brooklyn, NY 11211 ",718 387.5855,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=170+Wythe+Avenue,+Brooklyn,+NY+11211+&sll=40.723974,-73.939362&sspn=0.030833,0.077248&ie=UTF8&ll=40.720461,-73.96054&spn=0.007709,0.019312&z=16&iwloc=addr"
Wombat,Restaurant,,,Australian,American,"613 Grand Street, Brooklyn, NY 11211",718.218.7077,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=613+Grand+Street,+Brooklyn,+NY+11211&sll=40.720461,-73.96054&sspn=0.007709,0.019312&ie=UTF8&ll=40.71272,-73.947537&spn=0.007709,0.019312&z=16&iwloc=addr"
Wreck Room,Bar,,,,,"940 Flushing Avenue, Brooklyn, NY 11206",718.418.6347,"http://www.google.com/maps?q=940+Flushing+Ave,+Brooklyn,+New+York+11206,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Yola's,Restaurant,,,Mexican,,"524 Metropolitan Avenue, Brooklyn, NY 11211",718.486.0757,"http://maps.google.com/maps?q=524+Metropolitan+Ave,+Brooklyn,+NY+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Zablozki's,Bar,,,,,"107 North 6th Street, Brooklyn, NY 11211",718.384.1903,"http://www.google.com/maps?q=107+N+6th+St,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Zebulon Cafe Concert,Bar,Music Venue,,,,"258 Wythe Avenue, Brooklyn, NY 11211",718.218.6934,"http://www.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=258+Wythe+Avenue,+Brooklyn,+NY+11211&sll=37.0625,-95.677068&sspn=33.02306,79.101563&ie=UTF8&ll=40.718103,-73.963072&spn=0.007709,0.019312&z=16&iwloc=addr"
Zenkichi,Restaurant,,,Japanese,,"77 North 6th Street, Brooklyn, NY 11211",718.388.8985  ,"http://www.google.com/maps?q=77+N+6th+St,+Brooklyn,+NY+11211&ie=UTF8&z=15&om=1&iwloc=addr"
Zero Latitude,Restaurant,,,Latin American,,"84 South 4th Street, Brooklyn, NY 11211",n/a,"http://maps.google.com/maps?hl=en&client=firefox-a&q=84+South+4th+Street,+Brooklyn,+NY+11211&ie=UTF8&ll=40.713452,-73.963501&spn=0.008132,0.016565&z=16&iwloc=addr"
Zipi Zape,Bar,,,,,"152 Metropolitan Avenue, Brooklyn, NY 11211",718.599.3027,"http://www.google.com/maps?q=152+Metropolitan+Ave,+Brooklyn,+New+York+11211,+USA&ie=UTF8&z=16&iwloc=addr&om=1"
Zocalo,Restaurant,,,Mexican,,"295 Broadway, Brooklyn, NY 11211",718.388.2161,"http://maps.google.com/maps?ie=UTF8&oe=utf-8&client=firefox-a&q=295+Broadway,+Brooklyn,+NY+11211,+USA&z=16&iwloc=addr"
